userid,recency(day),frequency(次),total_distance(km),total_duration(min),avg_duration(min),avg_speed(km/h)
151,26,2,1.22,18.0,9.0,4.78
152,0,13,19.15,192.0,14.77,6.63
153,1,4,4.07,61.0,15.25,4.45
154,2,6,5.03,33.0,5.5,8.82
155,14,3,2.15,50.0,16.67,6.44
156,6,3,8.93,75.0,25.0,6.18
157,9,2,1.66,15.0,7.5,6.88
158,12,4,8.86,100.0,25.0,5.5
159,1,4,6.71,60.0,15.0,6.59
160,15,1,0.15,21.0,21.0,0.42
161,2,6,16.44,126.0,21.0,6.64
162,1,4,7.09,63.0,15.75,7.8
163,3,2,1.71,21.0,10.5,6.58
164,8,3,2.27,38.0,12.67,4.02
165,6,5,8.72,137.0,27.4,4.73
166,6,5,7.43,66.0,13.2,6.54
167,3,1,1.63,16.0,16.0,6.11
168,4,5,12.03,97.0,19.4,7.18
169,0,9,13.32,133.0,14.78,6.21
170,10,1,1.32,10.0,10.0,7.89
171,6,4,7.63,69.0,17.25,7.88
172,0,8,15.02,231.0,28.88,5.12
173,3,8,6.97,72.0,9.0,6.5
174,9,2,0.89,7.0,3.5,9.45
175,9,2,2.09,13.0,6.5,9.34
176,0,10,18.57,166.0,16.6,7.42
177,0,11,14.74,117.0,10.64,8.28
178,2,1,0.52,4.0,4.0,7.86
179,11,2,1.77,31.0,15.5,5.58
180,6,3,12.23,85.0,28.33,7.22
181,4,3,2.58,18.0,6.0,8.57
182,1,5,12.65,100.0,20.0,8.5
183,0,2,2.83,22.0,11.0,8.17
184,8,5,3.57,126.0,25.2,4.58
185,3,7,10.31,132.0,18.86,5.42
186,8,2,8.37,79.0,39.5,4.9
187,0,6,6.59,63.0,10.5,7.2
188,0,7,14.9,320.0,45.71,6.4
189,3,8,8.7,113.0,14.12,4.74
190,5,1,3.19,27.0,27.0,7.08
193,15,1,3.44,24.0,24.0,8.6
194,1,8,19.16,148.0,18.5,7.69
195,1,2,3.16,39.0,19.5,5.59
196,1,4,9.82,159.0,39.75,3.42
197,1,7,16.96,121.0,17.29,7.89
198,0,4,4.47,40.0,10.0,7.32
199,0,2,4.97,40.0,20.0,6.75
200,3,8,11.4,189.0,23.62,5.28
201,4,3,7.78,76.0,25.33,5.9
202,1,6,7.01,93.0,15.5,5.57
203,0,1,0.67,5.0,5.0,8.08
204,3,3,2.42,22.0,7.33,7.02
205,3,4,4.7,87.0,21.75,4.73
206,2,11,21.94,217.0,19.73,6.59
207,3,15,35.02,290.0,19.33,7.45
208,9,8,9.94,111.0,13.88,5.82
209,0,7,21.28,289.0,41.29,7.35
210,10,5,5.61,44.0,8.8,7.66
211,4,14,17.56,187.0,13.36,6.77
212,15,3,7.76,58.0,19.33,8.44
213,2,5,7.98,71.0,14.2,7.37
214,0,8,10.93,137.0,17.12,6.03
215,0,10,22.92,200.0,20.0,7.09
216,3,9,15.43,164.0,18.22,6.87
217,15,9,19.94,183.0,20.33,6.6
218,0,10,19.87,174.0,17.4,7.27
219,6,8,6.19,63.0,7.88,6.43
220,7,1,1.13,36.0,36.0,1.88
221,0,5,6.52,71.0,14.2,6.43
222,5,5,8.15,106.0,21.2,5.59
224,12,2,1.01,40.0,20.0,3.41
225,0,5,6.48,56.0,11.2,6.68
226,0,13,20.25,182.0,14.0,7.09
227,5,2,2.86,27.0,13.5,6.2
228,0,9,13.58,182.0,20.22,5.65
229,15,1,6.36,113.0,113.0,3.38
230,2,1,0.58,7.0,7.0,4.98
231,11,4,11.44,95.0,23.75,6.93
232,1,5,14.0,115.0,23.0,7.73
